Num_Circo;Nom;Prenom;Nb_Voix;Prenom_Nom;sexe
092-08;LARROQUE COMOY;Annie;0;;
092-09;PELLERIN;Emmanuel;15838;Emmanuel_PELLERIN;homme
092-09;LOUAP;Pascal;0;;
092-10;ATTAL;Gabriel;24047;Gabriel_ATTAL;homme
092-10;SOUBELET;Cécile;0;;
092-11;SAINTOUL;Aurélien;19583;Aurélien_SAINTOUL;homme
092-11;ROSSI;Laurianne;0;;
092-12;BOURLANGES;Jean-Louis;27386;Jean-Louis_BOURLANGES;homme
092-12;THOMAS;Cathy;0;;
092-13;BREGEON;Maud;27864;Maud_BREGEON;femme
092-13;GAILLARD;Brice;0;;
093-01;COQUEREL;Eric;17455;Eric_COQUEREL;homme
093-01;DROMARD;Jeanne;0;;
093-02;PEU;Stéphane;13180;Stéphane_PEU;homme
093-02;BROOD;Anaïs;0;;
093-03;PORTES;Thomas;17085;Thomas_PORTES;homme
093-03;ANATO;Patrice;0;;
093-04;BOUROUAHA;Soumya;;Soumya_BOUROUAHA;femme
093-05;GARRIDO;Raquel;13107;Raquel_GARRIDO;femme
093-05;LAGARDE;Jean-Christophe;0;;
093-06;LACHAUD;Bastien;16046;Bastien_LACHAUD;homme
093-06;BAZIZ;Yasmina;0;;
093-07;CORBIÈRE;Alexis;;Alexis_CORBIÈRE;homme
093-08;KELOUA HACHI;Fatiha;13169;Fatiha_KELOUA HACHI;femme
093-08;CHARRIERE;Sylvie;0;;
093-09;TROUVÉ;Aurélie;20285;Aurélie_TROUVÉ;femme
093-09;SAADA;Alexandre;0;;
093-10;ABOMANGOLI;Nadège;14228;Nadège_ABOMANGOLI;femme
093-10;RAMADIER;Alain;0;;
093-11;AUTAIN;Clémentine;;Clémentine_AUTAIN;femme
093-12;LEGAVRE;Jérôme;11677;Jérôme_LEGAVRE;homme
093-12;TESTÉ;Stéphane;0;;
094-01;DESCROZAILLE;Frédéric;23949;Frédéric_DESCROZAILLE;homme
094-01;GUINTRAND;Thierry;0;;
094-02;GUETTÉ;Clémence;16523;Clémence_GUETTÉ;femme
094-02;MBAYE;Jean François;0;;
094-03;BOYARD;Louis;15087;Louis_BOYARD;homme
094-03;SAINT-MARTIN;Laurent;0;;
094-04;PETIT;Maud;18050;Maud_PETIT;femme
094-04;LEMAIRE;Mirabelle;0;;
094-05;LEFEVRE;Mathieu;23010;Mathieu_LEFEVRE;homme
094-05;LEGER;Julien;0;;
094-06;GOUFFIER-CHA;Guillaume;23416;Guillaume_GOUFFIER-CHA;homme
094-06;BOUHADA;May;0;;
094-07;KEKE;Rachel;14663;Rachel_KEKE;femme
094-07;MARACINEANU;Roxana;0;;
094-08;HERBILLON;Michel;25641;Michel_HERBILLON;homme
094-08;PAGÈS;Erik;0;;
094-09;SANTIAGO;Isabelle;13771;Isabelle_SANTIAGO;femme
094-09;ROSENBLUM;Jonathan;0;;
094-10;PANOT;Mathilde;18739;Mathilde_PANOT;femme
094-10;HARDOUIN;Philippe;0;;
094-11;TAILLÉ-POLIAN;Sophie;17977;Sophie_TAILLÉ-POLIAN;femme
094-11;CALVEZ;Erwann;0;;
095-01;CHANDLER;Emilie;18777;Emilie_CHANDLER;femme
095-01;IVORRA;Leïla;0;;
095-02;VUILLETET;Guillaume;17462;Guillaume_VUILLETET;homme
095-02;GEOFFROY-MARTIN;Sylvie;0;;
095-03;RILHAC;Cécile;21200;Cécile_RILHAC;femme
095-03;PELEGRIN;Carine;0;;
095-04;MOUTCHOU;Naïma;17869;Naïma_MOUTCHOU;femme
095-04;LACOUTURE;Karine;0;;
095-05;VANNIER;Paul;15645;Paul_VANNIER;homme
095-05;LAZAAR;Fiona;0;;
095-06;FOLEST;Estelle;17245;Estelle_FOLEST;femme
095-06;CATHALA;Gabrielle;0;;
095-07;DA SILVA;Dominique;13936;Dominique_DA SILVA;homme
095-07;ESKENAZI;Romain;0;;
095-08;BILONGO;Carlos Martens;11282;Carlos Martens_BILONGO;homme
095-08;PUPPONI;François;0;;
095-09;LE GALL;Arnaud;13432;Arnaud_LE GALL;homme
095-09;MARLY;Jean-Baptiste;0;;
095-10;TACHÉ;Aurélien;14636;Aurélien_TACHÉ;homme
095-10;LACHAS;Victorien;0;;
971-01;SERVA;Olivier;15624;Olivier_SERVA;homme
971-01;BIRAS;Dominique;0;;
971-02;BAPTISTE;Christian;15484;Christian_BAPTISTE;homme
971-02;BENIN;Justine;0;;
971-03;MATHIASIN;Max;12402;Max_MATHIASIN;homme
971-03;TOLASSY;Rody;0;;
971-04;CALIFER;Elie;;Elie_CALIFER;homme
972-01;WILLIAM;Jiovanny;11336;Jiovanny_WILLIAM;homme
972-01;EDMOND-MARIETTE;Philippe;0;;
972-02;NADEAU;Marcellin;12764;Marcellin_NADEAU;homme
972-02;PAMPHILE;Justin;0;;
972-03;HAJJAR;Johnny;7813;Johnny_HAJJAR;homme
972-03;CAROLE;Francis;0;;
972-04;NILOR;Jean-Philippe;15329;Jean-Philippe_NILOR;homme
972-04;MARIE-JEANNE;Alfred;0;;
973-01;CASTOR;Jean-Victor;9038;Jean-Victor_CASTOR;homme
973-01;GOUA;Yvane;0;;
973-02;RIMANE;Davy;8277;Davy_RIMANE;homme
973-02;ADAM;Lénaïck;0;;
974-01;NAILLET;Philippe;14876;Philippe_NAILLET;homme
974-01;MOREL;Jean Jacques;0;;
974-02;LEBON;Karine;18164;Karine_LEBON;femme
974-02;FONTAINE;Audrey;0;;
974-03;BASSIRE;Nathalie;15186;Nathalie_BASSIRE;femme
974-03;THIEN-AH-KOON;Patrice;0;;
974-04;K/BIDI;Emeline;27532;Emeline_K/BIDI;femme
974-04;LORION;David;0;;
974-05;RATENON;Jean-Hugues;17748;Jean-Hugues_RATENON;homme
974-05;ISSA;Ridwane;0;;
974-06;MAILLOT;Frédéric;12659;Frédéric_MAILLOT;homme
974-06;LAÏ-KANE-CHEONG;Alexandre;0;;
974-07;GAILLARD;Perceval;18425;Perceval_GAILLARD;homme
974-07;ROBERT;Thierry;0;;
975-01;LENORMAND;Stéphane;1329;Stéphane_LENORMAND;homme
975-01;GASTON;Olivier;0;;
976-01;YOUSSOUFFA;Estelle;12180;Estelle_YOUSSOUFFA;femme
976-01;NARAYANIN;Théophane;0;;
976-02;KAMARDINE;Mansour;14250;Mansour_KAMARDINE;homme
976-02;ISSA ABDOU;Issa;0;;
977-01;GUMBS;Frantz;3921;Frantz_GUMBS;homme
977-01;GIBBS;Daniel;0;;
986-01;SEO;Mikaele;3717;Mikaele_SEO;homme
986-01;MULUKIHAAMEA;Etuato;0;;
987-01;LE GAYIC;Tematai;19523;Tematai_LE GAYIC;homme
987-01;BOUTEAU;Nicole;0;;
987-02;CHAILLOUX;Steve;19978;Steve_CHAILLOUX;homme
987-02;TERIITAHI;Tepuaraurii;0;;
987-03;BROTHERSON;Moetai;21937;Moetai_BROTHERSON;homme
987-03;TUMAHAI;Tuterai;0;;
988-01;DUNOYER;Philippe;25652;Philippe_DUNOYER;homme
988-01;WAHETRA;Walisaune;0;;
988-02;METZDORF;Nicolas;31398;Nicolas_METZDORF;homme
988-02;REIGNIER;Gérard;0;;
999-01;LESCURE;Roland;;Roland_LESCURE;homme
999-02;CAROIT;Eléonore;;Eléonore_CAROIT;femme
999-03;HOLROYD;Alexandre;;Alexandre_HOLROYD;homme
999-04;GONDARD;Cécilia;;Cécilia_GONDARD;femme
999-05;VOJETTA;Stéphane;;Stéphane_VOJETTA;homme
999-06;FERRACCI;Marc;;Marc_FERRACCI;homme
999-07;PETIT;Frédéric;;Frédéric_PETIT;homme
999-08;HABIB;Meyer;;Meyer_HABIB;homme
999-09;BEN CHEÏKH;Karim;;Karim_BEN CHEÏKH;homme
999-10;LAKRAFI;Amélia;;Amélia_LAKRAFI;femme
999-11;GENETET;Anne;;Anne_GENETET;femme
